LINEA,ESTACION,DESDE,TOTAL
LINEA_B,ANGEL GALLARDO,15:30:00,233.324324324
LINEA_B,ANGEL GALLARDO,15:45:00,225.675675676
LINEA_B,ANGEL GALLARDO,16:00:00,257.011583012
LINEA_B,ANGEL GALLARDO,16:15:00,272.945945946
LINEA_B,ANGEL GALLARDO,16:30:00,272.115830116
LINEA_B,ANGEL GALLARDO,16:45:00,251.007722008
LINEA_B,ANGEL GALLARDO,17:00:00,302.081081081
LINEA_B,ANGEL GALLARDO,17:15:00,287.613899614
LINEA_B,ANGEL GALLARDO,17:30:00,276.903474903
LINEA_B,ANGEL GALLARDO,17:45:00,253.092664093
LINEA_B,ANGEL GALLARDO,18:00:00,302.764478764
LINEA_B,ANGEL GALLARDO,18:15:00,272.764478764
LINEA_B,ANGEL GALLARDO,18:30:00,258.77992278
LINEA_B,ANGEL GALLARDO,18:45:00,209.806949807
LINEA_B,ANGEL GALLARDO,19:00:00,224.907335907
LINEA_B,ANGEL GALLARDO,19:15:00,195.94980695
LINEA_B,ANGEL GALLARDO,19:30:00,172.675675676
LINEA_B,ANGEL GALLARDO,19:45:00,151.972972973
LINEA_B,ANGEL GALLARDO,20:00:00,177.745173745
LINEA_B,ANGEL GALLARDO,20:15:00,161.926640927
LINEA_B,ANGEL GALLARDO,20:30:00,139.71042471
LINEA_B,ANGEL GALLARDO,20:45:00,116.938223938
LINEA_B,ANGEL GALLARDO,21:00:00,122.277992278
LINEA_B,ANGEL GALLARDO,21:15:00,99.5366795367
LINEA_B,ANGEL GALLARDO,21:30:00,80.583011583
LINEA_B,ANGEL GALLARDO,21:45:00,66.2123552124
LINEA_B,ANGEL GALLARDO,22:00:00,59.5675675676
LINEA_B,ANGEL GALLARDO,22:15:00,39.3976833977
LINEA_B,ANGEL GALLARDO,22:30:00,13.0632411067
LINEA_B,ANGEL GALLARDO,22:45:00,3.35784313725
LINEA_B,ANGEL GALLARDO,23:00:00,1.30769230769
LINEA_B,CALLAO.B,05:00:00,4.74468085106
LINEA_B,CALLAO.B,05:15:00,7.47899159664
LINEA_B,CALLAO.B,05:30:00,11.0958333333
LINEA_B,CALLAO.B,05:45:00,14.3153526971
LINEA_B,CALLAO.B,06:00:00,22.9834024896
LINEA_B,CALLAO.B,06:15:00,31.1983471074
LINEA_B,CALLAO.B,06:30:00,40.9628099174
LINEA_B,CALLAO.B,06:45:00,56.1769547325
LINEA_B,CALLAO.B,07:00:00,72.3703703704
LINEA_B,CALLAO.B,07:15:00,100.950617284
LINEA_B,CALLAO.B,07:30:00,119.266393443
LINEA_B,CALLAO.B,07:45:00,122.48046875
LINEA_B,CALLAO.B,08:00:00,132.747081712
LINEA_B,CALLAO.B,08:15:00,144.39688716
LINEA_B,CALLAO.B,08:30:00,186.949416342
LINEA_B,CALLAO.B,08:45:00,183.984435798
LINEA_B,CALLAO.B,09:00:00,178.361867704
LINEA_B,CALLAO.B,09:15:00,187.9453125
LINEA_B,CALLAO.B,09:30:00,196.046692607
LINEA_B,CALLAO.B,09:45:00,196.821011673
LINEA_B,CALLAO.B,10:00:00,207.677042802
LINEA_B,CALLAO.B,10:15:00,219.645914397
LINEA_B,CALLAO.B,10:30:00,240.143968872
LINEA_B,CALLAO.B,10:45:00,247.307392996
LINEA_B,CALLAO.B,11:00:00,267.817120623
LINEA_B,CALLAO.B,11:15:00,277.019455253
LINEA_B,CALLAO.B,11:30:00,299.147859922
LINEA_B,CALLAO.B,11:45:00,309.453488372
LINEA_B,CALLAO.B,12:00:00,351.034883721
LINEA_B,CALLAO.B,12:15:00,353.728682171
LINEA_B,CALLAO.B,12:30:00,357.65503876
LINEA_B,CALLAO.B,12:45:00,391.403100775
LINEA_B,CALLAO.B,13:00:00,408.0
LINEA_B,CALLAO.B,13:15:00,369.089147287
LINEA_B,CALLAO.B,13:30:00,357.205426357
LINEA_B,CALLAO.B,13:45:00,344.201550388
LINEA_B,CALLAO.B,14:00:00,380.713178295
LINEA_B,CALLAO.B,14:15:00,377.740310078
LINEA_B,CALLAO.B,14:30:00,360.372093023
LINEA_B,CALLAO.B,14:45:00,342.498069498
LINEA_B,CALLAO.B,15:00:00,399.347490347
LINEA_B,CALLAO.B,15:15:00,401.32046332
LINEA_B,CALLAO.B,15:30:00,377.16988417
LINEA_B,CALLAO.B,15:45:00,372.768339768
LINEA_B,CALLAO.B,16:00:00,442.536679537
LINEA_B,CALLAO.B,16:15:00,425.517374517
LINEA_B,CALLAO.B,16:30:00,421.532818533
LINEA_B,CALLAO.B,16:45:00,409.969111969
LINEA_B,CALLAO.B,17:00:00,535.386100386
LINEA_B,CALLAO.B,17:15:00,495.965250965
LINEA_B,CALLAO.B,17:30:00,453.942084942
LINEA_B,CALLAO.B,17:45:00,454.953307393
LINEA_B,CALLAO.B,18:00:00,604.196911197
LINEA_B,CALLAO.B,18:15:00,516.361867704
LINEA_B,CALLAO.B,18:30:00,429.758754864
LINEA_B,CALLAO.B,18:45:00,374.704280156
LINEA_B,CALLAO.B,19:00:00,403.54296875
LINEA_B,CALLAO.B,19:15:00,363.20233463
LINEA_B,CALLAO.B,19:30:00,318.643410853
LINEA_B,CALLAO.B,19:45:00,306.65503876
LINEA_B,CALLAO.B,20:00:00,350.258687259
LINEA_B,CALLAO.B,20:15:00,302.837837838
LINEA_B,CALLAO.B,20:30:00,263.362934363
LINEA_B,CALLAO.B,20:45:00,237.536679537
LINEA_B,CALLAO.B,21:00:00,276.922779923
LINEA_B,CALLAO.B,21:15:00,225.957528958
LINEA_B,CALLAO.B,21:30:00,200.231660232
LINEA_B,CALLAO.B,21:45:00,166.571428571
LINEA_B,CALLAO.B,22:00:00,163.455598456
LINEA_B,CALLAO.B,22:15:00,114.451737452
LINEA_B,CALLAO.B,22:30:00,61.7364341085
LINEA_B,CALLAO.B,22:45:00,15.7119341564
LINEA_B,CALLAO.B,23:00:00,1.75
LINEA_B,CARLOS GARDEL,05:00:00,5.43277310924
LINEA_B,CARLOS GARDEL,05:15:00,9.85477178423
LINEA_B,CARLOS GARDEL,05:30:00,10.5625
LINEA_B,CARLOS GARDEL,05:45:00,12.8174273859
LINEA_B,CARLOS GARDEL,06:00:00,22.8547717842
LINEA_B,CARLOS GARDEL,06:15:00,28.775
LINEA_B,CARLOS GARDEL,06:30:00,42.2987551867
LINEA_B,CARLOS GARDEL,06:45:00,51.2131147541
LINEA_B,CARLOS GARDEL,07:00:00,69.3278688525
LINEA_B,CARLOS GARDEL,07:15:00,103.518518519
LINEA_B,CARLOS GARDEL,07:30:00,144.12704918
LINEA_B,CARLOS GARDEL,07:45:00,129.322957198
LINEA_B,CARLOS GARDEL,08:00:00,142.307392996
LINEA_B,CARLOS GARDEL,08:15:00,163.19844358
LINEA_B,CARLOS GARDEL,08:30:00,200.007782101
LINEA_B,CARLOS GARDEL,08:45:00,190.630350195
LINEA_B,CARLOS GARDEL,09:00:00,176.852140078
LINEA_B,CARLOS GARDEL,09:15:00,181.443579767
LINEA_B,CARLOS GARDEL,09:30:00,181.439688716
LINEA_B,CARLOS GARDEL,09:45:00,167.750972763
LINEA_B,CARLOS GARDEL,10:00:00,160.143968872
LINEA_B,CARLOS GARDEL,10:15:00,175.684824903
LINEA_B,CARLOS GARDEL,10:30:00,187.070038911
LINEA_B,CARLOS GARDEL,10:45:00,186.953307393
LINEA_B,CARLOS GARDEL,11:00:00,193.961089494
LINEA_B,CARLOS GARDEL,11:15:00,205.097276265
LINEA_B,CARLOS GARDEL,11:30:00,212.387596899
LINEA_B,CARLOS GARDEL,11:45:00,211.023255814
LINEA_B,CARLOS GARDEL,12:00:00,226.494208494
LINEA_B,CARLOS GARDEL,12:15:00,237.352713178
LINEA_B,CARLOS GARDEL,12:30:00,247.30620155
LINEA_B,CARLOS GARDEL,12:45:00,249.760617761
LINEA_B,CARLOS GARDEL,13:00:00,257.325581395
LINEA_B,CARLOS GARDEL,13:15:00,257.968992248
LINEA_B,CARLOS GARDEL,13:30:00,265.783783784
LINEA_B,CARLOS GARDEL,13:45:00,253.667953668
LINEA_B,CARLOS GARDEL,14:00:00,278.258687259
LINEA_B,CARLOS GARDEL,14:15:00,286.069767442
LINEA_B,CARLOS GARDEL,14:30:00,276.409266409
LINEA_B,CARLOS GARDEL,14:45:00,262.281853282
LINEA_B,CARLOS GARDEL,15:00:00,286.554263566
LINEA_B,CARLOS GARDEL,15:15:00,290.565891473
LINEA_B,CARLOS GARDEL,15:30:00,289.03875969
LINEA_B,CARLOS GARDEL,15:45:00,286.459459459
LINEA_B,CARLOS GARDEL,16:00:00,339.667953668
LINEA_B,CARLOS GARDEL,16:15:00,332.061776062
LINEA_B,CARLOS GARDEL,16:30:00,335.200772201
LINEA_B,CARLOS GARDEL,16:45:00,317.795366795
LINEA_B,CARLOS GARDEL,17:00:00,382.691119691
LINEA_B,CARLOS GARDEL,17:15:00,370.275193798
LINEA_B,CARLOS GARDEL,17:30:00,355.573643411
LINEA_B,CARLOS GARDEL,17:45:00,342.531007752
LINEA_B,CARLOS GARDEL,18:00:00,439.763565891
LINEA_B,CARLOS GARDEL,18:15:00,364.381322957
LINEA_B,CARLOS GARDEL,18:30:00,332.550387597
LINEA_B,CARLOS GARDEL,18:45:00,307.120622568
LINEA_B,CARLOS GARDEL,19:00:00,328.210116732
LINEA_B,CARLOS GARDEL,19:15:00,308.673151751
LINEA_B,CARLOS GARDEL,19:30:00,303.474903475
LINEA_B,CARLOS GARDEL,19:45:00,287.395348837
LINEA_B,CARLOS GARDEL,20:00:00,298.332046332
LINEA_B,CARLOS GARDEL,20:15:00,286.671814672
LINEA_B,CARLOS GARDEL,20:30:00,242.957528958
LINEA_B,CARLOS GARDEL,20:45:00,223.38996139
LINEA_B,CARLOS GARDEL,21:00:00,231.154440154
LINEA_B,CARLOS GARDEL,21:15:00,213.181467181
LINEA_B,CARLOS GARDEL,21:30:00,195.783783784
LINEA_B,CARLOS GARDEL,21:45:00,198.841698842
LINEA_B,CARLOS GARDEL,22:00:00,279.733590734
LINEA_B,CARLOS GARDEL,22:15:00,134.918918919
LINEA_B,CARLOS GARDEL,22:30:00,40.9416342412
LINEA_B,CARLOS GARDEL,22:45:00,10.1632653061
LINEA_B,CARLOS GARDEL,23:00:00,1.57142857143
LINEA_B,CARLOS PELLEGRINI,05:00:00,8.26859504132
LINEA_B,CARLOS PELLEGRINI,05:15:00,11.6147540984
LINEA_B,CARLOS PELLEGRINI,05:30:00,16.5819672131
LINEA_B,CARLOS PELLEGRINI,05:45:00,21.632231405
LINEA_B,CARLOS PELLEGRINI,06:00:00,31.2479338843
LINEA_B,CARLOS PELLEGRINI,06:15:00,48.2991803279
LINEA_B,CARLOS PELLEGRINI,06:30:00,69.2979591837
LINEA_B,CARLOS PELLEGRINI,06:45:00,94.8861788618
LINEA_B,CARLOS PELLEGRINI,07:00:00,135.465306122
LINEA_B,CARLOS PELLEGRINI,07:15:00,175.307377049
LINEA_B,CARLOS PELLEGRINI,07:30:00,186.090163934
LINEA_B,CARLOS PELLEGRINI,07:45:00,185.143410853
LINEA_B,CARLOS PELLEGRINI,08:00:00,166.976744186
LINEA_B,CARLOS PELLEGRINI,08:15:00,186.424710425
LINEA_B,CARLOS PELLEGRINI,08:30:00,184.759689922
LINEA_B,CARLOS PELLEGRINI,08:45:00,172.050387597
LINEA_B,CARLOS PELLEGRINI,09:00:00,164.096899225
LINEA_B,CARLOS PELLEGRINI,09:15:00,175.445736434
LINEA_B,CARLOS PELLEGRINI,09:30:00,187.054263566
LINEA_B,CARLOS PELLEGRINI,09:45:00,182.007722008
LINEA_B,CARLOS PELLEGRINI,10:00:00,189.689922481
LINEA_B,CARLOS PELLEGRINI,10:15:00,208.054054054
LINEA_B,CARLOS PELLEGRINI,10:30:00,228.724806202
LINEA_B,CARLOS PELLEGRINI,10:45:00,238.277992278
LINEA_B,CARLOS PELLEGRINI,11:00:00,254.930232558
LINEA_B,CARLOS PELLEGRINI,11:15:00,276.205426357
LINEA_B,CARLOS PELLEGRINI,11:30:00,288.115830116
LINEA_B,CARLOS PELLEGRINI,11:45:00,297.262548263
LINEA_B,CARLOS PELLEGRINI,12:00:00,324.65
LINEA_B,CARLOS PELLEGRINI,12:15:00,334.561538462
LINEA_B,CARLOS PELLEGRINI,12:30:00,335.807692308
LINEA_B,CARLOS PELLEGRINI,12:45:00,343.873076923
LINEA_B,CARLOS PELLEGRINI,13:00:00,395.911538462
LINEA_B,CARLOS PELLEGRINI,13:15:00,383.853846154
LINEA_B,CARLOS PELLEGRINI,13:30:00,420.75
LINEA_B,CARLOS PELLEGRINI,13:45:00,386.830769231
LINEA_B,CARLOS PELLEGRINI,14:00:00,435.007692308
LINEA_B,CARLOS PELLEGRINI,14:15:00,407.626923077
LINEA_B,CARLOS PELLEGRINI,14:30:00,401.869230769
LINEA_B,CARLOS PELLEGRINI,14:45:00,381.673076923
LINEA_B,CARLOS PELLEGRINI,15:00:00,499.45
LINEA_B,CARLOS PELLEGRINI,15:15:00,473.988416988
LINEA_B,CARLOS PELLEGRINI,15:30:00,450.351351351
LINEA_B,CARLOS PELLEGRINI,15:45:00,420.652509653
LINEA_B,CARLOS PELLEGRINI,16:00:00,549.557692308
LINEA_B,CARLOS PELLEGRINI,16:15:00,515.405405405
LINEA_B,CARLOS PELLEGRINI,16:30:00,487.131274131
LINEA_B,CARLOS PELLEGRINI,16:45:00,460.619230769
LINEA_B,CARLOS PELLEGRINI,17:00:00,661.521235521
LINEA_B,CARLOS PELLEGRINI,17:15:00,594.996138996
LINEA_B,CARLOS PELLEGRINI,17:30:00,581.178294574
LINEA_B,CARLOS PELLEGRINI,17:45:00,574.794573643
LINEA_B,CARLOS PELLEGRINI,18:00:00,901.798449612
LINEA_B,CARLOS PELLEGRINI,18:15:00,794.498054475
LINEA_B,CARLOS PELLEGRINI,18:30:00,612.093385214
LINEA_B,CARLOS PELLEGRINI,18:45:00,498.8203125
LINEA_B,CARLOS PELLEGRINI,19:00:00,491.115830116
LINEA_B,CARLOS PELLEGRINI,19:15:00,422.494208494
LINEA_B,CARLOS PELLEGRINI,19:30:00,343.50965251
LINEA_B,CARLOS PELLEGRINI,19:45:00,300.108108108
LINEA_B,CARLOS PELLEGRINI,20:00:00,373.428571429
LINEA_B,CARLOS PELLEGRINI,20:15:00,314.837837838
LINEA_B,CARLOS PELLEGRINI,20:30:00,262.258687259
LINEA_B,CARLOS PELLEGRINI,20:45:00,220.324324324
LINEA_B,CARLOS PELLEGRINI,21:00:00,304.231660232
LINEA_B,CARLOS PELLEGRINI,21:15:00,228.976833977
LINEA_B,CARLOS PELLEGRINI,21:30:00,184.305019305
LINEA_B,CARLOS PELLEGRINI,21:45:00,164.285714286
LINEA_B,CARLOS PELLEGRINI,22:00:00,172.888030888
LINEA_B,CARLOS PELLEGRINI,22:15:00,116.034749035
LINEA_B,CARLOS PELLEGRINI,22:30:00,61.0310077519
LINEA_B,CARLOS PELLEGRINI,22:45:00,16.7265306122
LINEA_B,CARLOS PELLEGRINI,23:00:00,0.333333333333
LINEA_B,DORREGO,05:00:00,17.0125
LINEA_B,DORREGO,05:15:00,25.5791666667
LINEA_B,DORREGO,05:30:00,23.3625
LINEA_B,DORREGO,05:45:00,35.5020746888
LINEA_B,DORREGO,06:00:00,58.152892562
LINEA_B,DORREGO,06:15:00,86.6280991736
LINEA_B,DORREGO,06:30:00,105.826446281
LINEA_B,DORREGO,06:45:00,139.625514403
LINEA_B,DORREGO,07:00:00,176.728395062
LINEA_B,DORREGO,07:15:00,271.508196721
LINEA_B,DORREGO,07:30:00,358.16872428
LINEA_B,DORREGO,07:45:00,329.4453125
LINEA_B,DORREGO,08:00:00,394.26848249
LINEA_B,DORREGO,08:15:00,483.517509728
LINEA_B,DORREGO,08:30:00,459.431906615
LINEA_B,DORREGO,08:45:00,498.143968872
LINEA_B,DORREGO,09:00:00,407.420233463
LINEA_B,DORREGO,09:15:00,424.046511628
LINEA_B,DORREGO,09:30:00,387.315175097
LINEA_B,DORREGO,09:45:00,310.643410853
LINEA_B,DORREGO,10:00:00,336.058365759
LINEA_B,DORREGO,10:15:00,267.544747082
LINEA_B,DORREGO,10:30:00,249.105058366
LINEA_B,DORREGO,10:45:00,246.501945525
LINEA_B,DORREGO,11:00:00,237.79766537
LINEA_B,DORREGO,11:15:00,224.097276265
LINEA_B,DORREGO,11:30:00,272.272373541
LINEA_B,DORREGO,11:45:00,222.899224806
LINEA_B,DORREGO,12:00:00,236.081395349
LINEA_B,DORREGO,12:15:00,237.372093023
LINEA_B,DORREGO,12:30:00,231.624031008
LINEA_B,DORREGO,12:45:00,227.635658915
LINEA_B,DORREGO,13:00:00,237.906976744
LINEA_B,DORREGO,13:15:00,239.351351351
LINEA_B,DORREGO,13:30:00,235.451737452
LINEA_B,DORREGO,13:45:00,213.891050584
LINEA_B,DORREGO,14:00:00,220.445736434
LINEA_B,DORREGO,14:15:00,238.496124031
LINEA_B,DORREGO,14:30:00,191.077220077
LINEA_B,DORREGO,14:45:00,195.617760618
LINEA_B,DORREGO,15:00:00,195.772200772
LINEA_B,DORREGO,15:15:00,203.799227799
LINEA_B,DORREGO,15:30:00,181.911196911
LINEA_B,DORREGO,15:45:00,180.403100775
LINEA_B,DORREGO,16:00:00,236.449612403
LINEA_B,DORREGO,16:15:00,214.689922481
LINEA_B,DORREGO,16:30:00,248.701550388
LINEA_B,DORREGO,16:45:00,235.5
LINEA_B,DORREGO,17:00:00,280.667953668
LINEA_B,DORREGO,17:15:00,316.0
LINEA_B,DORREGO,17:30:00,304.837837838
LINEA_B,DORREGO,17:45:00,256.486486486
LINEA_B,DORREGO,18:00:00,379.498069498
LINEA_B,DORREGO,18:15:00,323.16988417
LINEA_B,DORREGO,18:30:00,257.521235521
LINEA_B,DORREGO,18:45:00,181.540540541
LINEA_B,DORREGO,19:00:00,173.849420849
LINEA_B,DORREGO,19:15:00,164.857142857
LINEA_B,DORREGO,19:30:00,131.988416988
LINEA_B,DORREGO,19:45:00,118.420849421
LINEA_B,DORREGO,20:00:00,112.189189189
LINEA_B,DORREGO,20:15:00,105.399224806
LINEA_B,DORREGO,20:30:00,89.980620155
LINEA_B,DORREGO,20:45:00,74.166023166
LINEA_B,DORREGO,21:00:00,70.7558139535
LINEA_B,DORREGO,21:15:00,62.8682170543
LINEA_B,DORREGO,21:30:00,51.4651162791
LINEA_B,DORREGO,21:45:00,44.9498069498
LINEA_B,DORREGO,22:00:00,41.6640926641
LINEA_B,DORREGO,22:15:00,29.0826771654
LINEA_B,DORREGO,22:30:00,4.32365145228
LINEA_B,DORREGO,22:45:00,1.42342342342
LINEA_B,DORREGO,23:00:00,0.833333333333
LINEA_B,ECHEVERRIA,05:00:00,4.10878661088
LINEA_B,ECHEVERRIA,05:15:00,4.3625
LINEA_B,ECHEVERRIA,05:30:00,5.45
LINEA_B,ECHEVERRIA,05:45:00,8.89626556017
LINEA_B,ECHEVERRIA,06:00:00,23.3485477178
LINEA_B,ECHEVERRIA,06:15:00,40.2116182573
LINEA_B,ECHEVERRIA,06:30:00,66.3029045643
LINEA_B,ECHEVERRIA,06:45:00,104.892561983
LINEA_B,ECHEVERRIA,07:00:00,158.23553719
LINEA_B,ECHEVERRIA,07:15:00,216.578512397
LINEA_B,ECHEVERRIA,07:30:00,224.190082645
LINEA_B,ECHEVERRIA,07:45:00,245.64453125
LINEA_B,ECHEVERRIA,08:00:00,320.828125
LINEA_B,ECHEVERRIA,08:15:00,381.007843137
LINEA_B,ECHEVERRIA,08:30:00,333.321568627
LINEA_B,ECHEVERRIA,08:45:00,291.78515625
LINEA_B,ECHEVERRIA,09:00:00,263.72265625
LINEA_B,ECHEVERRIA,09:15:00,250.921875
LINEA_B,ECHEVERRIA,09:30:00,200.41796875
LINEA_B,ECHEVERRIA,09:45:00,152.6484375
LINEA_B,ECHEVERRIA,10:00:00,139.84375
LINEA_B,ECHEVERRIA,10:15:00,135.424124514
LINEA_B,ECHEVERRIA,10:30:00,116.929411765
LINEA_B,ECHEVERRIA,10:45:00,104.345098039
LINEA_B,ECHEVERRIA,11:00:00,102.02734375
LINEA_B,ECHEVERRIA,11:15:00,106.53515625
LINEA_B,ECHEVERRIA,11:30:00,95.8404669261
LINEA_B,ECHEVERRIA,11:45:00,90.0233463035
LINEA_B,ECHEVERRIA,12:00:00,96.7859922179
LINEA_B,ECHEVERRIA,12:15:00,99.3759689922
LINEA_B,ECHEVERRIA,12:30:00,94.3813229572
LINEA_B,ECHEVERRIA,12:45:00,91.0778210117
LINEA_B,ECHEVERRIA,13:00:00,101.6015625
LINEA_B,ECHEVERRIA,13:15:00,104.73151751
LINEA_B,ECHEVERRIA,13:30:00,93.511627907
LINEA_B,ECHEVERRIA,13:45:00,81.9377431907
LINEA_B,ECHEVERRIA,14:00:00,88.9883268482
LINEA_B,ECHEVERRIA,14:15:00,87.6848249027
LINEA_B,ECHEVERRIA,14:30:00,76.3643410853
LINEA_B,ECHEVERRIA,14:45:00,69.9651162791
LINEA_B,ECHEVERRIA,15:00:00,79.416988417
LINEA_B,ECHEVERRIA,15:15:00,77.8455598456
LINEA_B,ECHEVERRIA,15:30:00,70.1821705426
LINEA_B,ECHEVERRIA,15:45:00,69.1395348837
LINEA_B,ECHEVERRIA,16:00:00,80.6860465116
LINEA_B,ECHEVERRIA,16:15:00,90.0697674419
LINEA_B,ECHEVERRIA,16:30:00,93.0968992248
LINEA_B,ECHEVERRIA,16:45:00,85.4728682171
LINEA_B,ECHEVERRIA,17:00:00,123.585271318
LINEA_B,ECHEVERRIA,17:15:00,124.328185328
LINEA_B,ECHEVERRIA,17:30:00,101.720930233
LINEA_B,ECHEVERRIA,17:45:00,92.7364341085
LINEA_B,ECHEVERRIA,18:00:00,114.457364341
LINEA_B,ECHEVERRIA,18:15:00,98.5271317829
LINEA_B,ECHEVERRIA,18:30:00,75.1081081081
LINEA_B,ECHEVERRIA,18:45:00,63.6525096525
LINEA_B,ECHEVERRIA,19:00:00,66.523255814
LINEA_B,ECHEVERRIA,19:15:00,58.3720930233
LINEA_B,ECHEVERRIA,19:30:00,52.3643410853
LINEA_B,ECHEVERRIA,19:45:00,44.7248062016
LINEA_B,ECHEVERRIA,20:00:00,54.9498069498
LINEA_B,ECHEVERRIA,20:15:00,44.4573643411
LINEA_B,ECHEVERRIA,20:30:00,37.5813953488
LINEA_B,ECHEVERRIA,20:45:00,31.1478599222
LINEA_B,ECHEVERRIA,21:00:00,31.5447470817
LINEA_B,ECHEVERRIA,21:15:00,29.673151751
LINEA_B,ECHEVERRIA,21:30:00,24.9338521401
LINEA_B,ECHEVERRIA,21:45:00,21.2325581395
LINEA_B,ECHEVERRIA,22:00:00,18.833976834
LINEA_B,ECHEVERRIA,22:15:00,6.74103585657
LINEA_B,ECHEVERRIA,22:30:00,1.69565217391
LINEA_B,ECHEVERRIA,22:45:00,1.40816326531
LINEA_B,ECHEVERRIA,23:00:00,2.0
LINEA_B,FEDERICO LACROZE,05:00:00,7.95510204082
LINEA_B,FEDERICO LACROZE,05:15:00,66.5390946502
LINEA_B,FEDERICO LACROZE,05:30:00,66.5836734694
LINEA_B,FEDERICO LACROZE,05:45:00,83.7283950617
LINEA_B,FEDERICO LACROZE,06:00:00,130.293877551
LINEA_B,FEDERICO LACROZE,06:15:00,187.628571429
LINEA_B,FEDERICO LACROZE,06:30:00,242.614754098
LINEA_B,FEDERICO LACROZE,06:45:00,384.693877551
LINEA_B,FEDERICO LACROZE,07:00:00,450.388888889
LINEA_B,FEDERICO LACROZE,07:15:00,669.744
LINEA_B,FEDERICO LACROZE,07:30:00,777.552
LINEA_B,FEDERICO LACROZE,07:45:00,769.061538462
LINEA_B,FEDERICO LACROZE,08:00:00,894.927203065
LINEA_B,FEDERICO LACROZE,08:15:00,1065.55598456
LINEA_B,FEDERICO LACROZE,08:30:00,1027.41538462
LINEA_B,FEDERICO LACROZE,08:45:00,1036.62307692
LINEA_B,FEDERICO LACROZE,09:00:00,915.930501931
LINEA_B,FEDERICO LACROZE,09:15:00,901.845559846
LINEA_B,FEDERICO LACROZE,09:30:00,758.802325581
LINEA_B,FEDERICO LACROZE,09:45:00,700.457364341
LINEA_B,FEDERICO LACROZE,10:00:00,581.178294574
LINEA_B,FEDERICO LACROZE,10:15:00,535.957692308
LINEA_B,FEDERICO LACROZE,10:30:00,485.929961089
LINEA_B,FEDERICO LACROZE,10:45:00,475.88030888
LINEA_B,FEDERICO LACROZE,11:00:00,421.992248062
LINEA_B,FEDERICO LACROZE,11:15:00,446.780769231
LINEA_B,FEDERICO LACROZE,11:30:00,303.992337165
LINEA_B,FEDERICO LACROZE,11:45:00,443.738461538
LINEA_B,FEDERICO LACROZE,12:00:00,401.707692308
LINEA_B,FEDERICO LACROZE,12:15:00,427.034749035
LINEA_B,FEDERICO LACROZE,12:30:00,383.83011583
LINEA_B,FEDERICO LACROZE,12:45:00,384.288461538
LINEA_B,FEDERICO LACROZE,13:00:00,408.750957854
LINEA_B,FEDERICO LACROZE,13:15:00,464.030651341
LINEA_B,FEDERICO LACROZE,13:30:00,377.303846154
LINEA_B,FEDERICO LACROZE,13:45:00,419.141762452
LINEA_B,FEDERICO LACROZE,14:00:00,380.667953668
LINEA_B,FEDERICO LACROZE,14:15:00,399.582375479
LINEA_B,FEDERICO LACROZE,14:30:00,350.252873563
LINEA_B,FEDERICO LACROZE,14:45:00,321.275862069
LINEA_B,FEDERICO LACROZE,15:00:00,328.576923077
LINEA_B,FEDERICO LACROZE,15:15:00,340.409961686
LINEA_B,FEDERICO LACROZE,15:30:00,272.065384615
LINEA_B,FEDERICO LACROZE,15:45:00,316.946360153
LINEA_B,FEDERICO LACROZE,16:00:00,311.333333333
LINEA_B,FEDERICO LACROZE,16:15:00,330.367816092
LINEA_B,FEDERICO LACROZE,16:30:00,327.769230769
LINEA_B,FEDERICO LACROZE,16:45:00,315.096153846
LINEA_B,FEDERICO LACROZE,17:00:00,384.323076923
LINEA_B,FEDERICO LACROZE,17:15:00,387.296153846
LINEA_B,FEDERICO LACROZE,17:30:00,376.722007722
LINEA_B,FEDERICO LACROZE,17:45:00,361.430769231
LINEA_B,FEDERICO LACROZE,18:00:00,426.565384615
LINEA_B,FEDERICO LACROZE,18:15:00,382.260536398
LINEA_B,FEDERICO LACROZE,18:30:00,334.15
LINEA_B,FEDERICO LACROZE,18:45:00,289.353846154
LINEA_B,FEDERICO LACROZE,19:00:00,240.134099617
LINEA_B,FEDERICO LACROZE,19:15:00,221.781609195
LINEA_B,FEDERICO LACROZE,19:30:00,176.019230769
LINEA_B,FEDERICO LACROZE,19:45:00,172.49034749
LINEA_B,FEDERICO LACROZE,20:00:00,155.026923077
LINEA_B,FEDERICO LACROZE,20:15:00,154.183908046
LINEA_B,FEDERICO LACROZE,20:30:00,118.680769231
LINEA_B,FEDERICO LACROZE,20:45:00,108.588461538
LINEA_B,FEDERICO LACROZE,21:00:00,101.279693487
LINEA_B,FEDERICO LACROZE,21:15:00,85.9038461538
LINEA_B,FEDERICO LACROZE,21:30:00,73.7432950192
LINEA_B,FEDERICO LACROZE,21:45:00,60.8307692308
LINEA_B,FEDERICO LACROZE,22:00:00,40.9233716475
LINEA_B,FEDERICO LACROZE,22:15:00,38.4555984556
LINEA_B,FEDERICO LACROZE,22:30:00,4.73015873016
LINEA_B,FEDERICO LACROZE,22:45:00,0.634146341463
LINEA_B,FEDERICO LACROZE,23:00:00,0.0967741935484
LINEA_B,FEDERICO LACROZE,23:15:00,0.0
LINEA_B,FLORIDA,05:00:00,1.86757990868
LINEA_B,FLORIDA,05:15:00,2.44343891403
LINEA_B,FLORIDA,05:30:00,3.01785714286
LINEA_B,FLORIDA,05:45:00,5.85957446809
LINEA_B,FLORIDA,06:00:00,12.4351464435
